id,char,dialog,movie
1147,SAM,He's up to something. ,The Two Towers 
1148,FRODO,Are you saying there's another wayinto Mordor? ,The Two Towers 
1149,GOLLUM,Yes. There's a path......and some stairs.And then......a tunnel. ,The Two Towers 
1150,FRODO,"He's led us this far, Sam. ",The Two Towers 
1151,SAM,"Mr. Frodo, no. ",The Two Towers 
1152,FRODO,He's been true to his word. ,The Two Towers 
1153,SAM,No. ,The Two Towers 
1154,PIPPIN,     Merry!       ,The Return of the King 
1155,PIPPIN,"  Merry! ,  Merry it's me.    ,  It's Pippin!      ",The Return of the King 
1156,MERRY,  I knew you'd find me.     ,The Return of the King 
1157,PIPPIN, Yes.      ,The Return of the King 
1158,MERRY,  Are you going to leave me?     ,The Return of the King 
1159,PIPPIN,"  No Merry, I'm going to look after you.      ",The Return of the King 
1160,GORBAG,"  Hands off! That shiny shirt, that's mine!     ",The Return of the King 
1161,ARGORN,Their pace has quickened.They must have caught our scent.Hurry! ,The Two Towers 
1162,LEGOLAS,"Come on, Gimli! ",The Two Towers 
1163,GIMLI,Three days and nights pursuit.No food. No rest.And no sign of our quarrybut what bare rock can tell. ,The Two Towers 
1164,ARAGORN,Not idly do the leaves of Lorien fall.,The Two Towers 
1165,LEGOLAS,They may yet be alive.,The Two Towers 
1166,ARGORN,Less than a day ahead of us. Come.,The Two Towers 
1167,LEGOLAS,"Come, Gimli! We're gaining on them!",The Two Towers 
1168,GIMLI,I'm wasted on cross-country.We Dwarves are natural sprinters.Very dangerous over short distances.,The Two Towers 
1169,MERRY,He's gone. ,The Two Towers 
1170,PIPPIN,Merry! ,The Two Towers 
1171,TREEBEARD,Hooom! ,The Two Towers 
1172,MERRY,Aaagh!  ,The Two Towers 
1173,ORC,Let's put a maggot hole in your belly! ,The Two Towers 
1174,PIPPIN,"Run, Merry! ",The Two Towers 
1175,TREEBEARD,Little Orcs. ,The Two Towers 
1176,PIPPIN,"It's talking, Merry.The tree is talking. ",The Two Towers 
1177,TREEBEARD,Tree?I am no tree!I am an Ent. ,The Two Towers 
1178,MERRY,A tree-herder.A shepherd of the forest. ,The Two Towers 
1179,PIPPIN,"Don't talk to it, Merry.Don't encourage it! ",The Two Towers 
1180,TREEBEARD,"Treebeard, some call me. ",The Two Towers 
1181,PIPPIN,And whose side are you on? ,The Two Towers 
1182,TREEBEARD,Side?I am on nobody's side......because nobody's on my sidelittle Orc.Nobody cares for the woods anymore. ,The Two Towers 
1183,MERRY,We're not Orcs! We're Hobbits! ,The Two Towers 
1184,GANDALF VOICE OVER,You cannot pass! ,The Two Towers 
1185,FRODO VOICE OVER,Gandalf! ,The Two Towers 
1186,GANDALF VOICE OVER,"I am a servant of the Secret Fire, wielder of the flame of Anor.    Go back to the Shadow.The dark fire will not avail you,flame of Udun!",The Two Towers 
1187,GANDALF,You shall not pass! ,The Two Towers 
1188,BOROMIR , No! No! ,The Two Towers 
1189,FRODO,Gandalf! ,The Two Towers 
1190,MERRY,It's Saruman's army.The war has started.,The Two Towers 
1191,SAM,    Give me your hand.  ,The Return of the King 
1192,SAM,    Take my hand.  ,The Return of the King 
1193,SAM,"    No! , Don't you let go! Don't let go! Reeeaaach!     ",The Return of the King 
1194,MERRY,"    Frodo! ,Frodo!     ",The Return of the King 
1195,PIPPIN,    Frodo. ,The Return of the King 
1196,FRODO,"    It's gone. , It's done. ",The Return of the King 
1197,SAM,    Yes Mr Frodo. It's over now. ,The Return of the King 
1198,FRODO,    I can see the Shire. The Brandywine River. Bag End. Gandalf's fireworks. The     lights on the party tree. ,The Return of the King 
1199,SAM,"    Rosie Cotton dancing. ,     She had ribbons in her hair. If ever I was to marry someone, it would have     been her. , It would've been her.  ",The Return of the King 
1200,FRODO,     I'm glad to be with you Samwise Gamgee here at the end of all things.     They hug. ,The Return of the King 
1201,DENETHOR,"     I am steward of the house of An'rion. Thus have I walked, and thus now I will sleep.  ",The Return of the King 
1202,DENETHOR,"    Gondor is lost. There is no hope for men. , Why do the fools fly? Better to die sooner than late. For die we must.  ",The Return of the King 
1203,DENETHOR,"    No tomb for Denethor and Faramir. No long slow sleep of death embalmed. We shall burn like the heathen Kings of old. , Bring wood and oil.  ",The Return of the King 
1204,GANDALF,    Steady! Steady!  ,The Return of the King 
1205,GANDALF,    You are soldiers of Gondor. No matter what comes through that gate you will stand your ground. ,The Return of the King 
1206,GANDALF,"    Volley! , Fire!  ",The Return of the King 
1207,SAM,"    Let him go, you filth! Let him go!  ",The Return of the King 
1208,SAM,"    You will not touch him again! , Come on then, finish it!  ",The Return of the King 
1209,GIMLI,Keep breathing. That's the key.Breathe. ,The Two Towers 
1210,LEGOLAS,They've run as if the very whipsof their masters were behind them. ,The Two Towers 
1211,ORC,We're not going no further......until we've had a breather. ,The Two Towers 
1212,UGLUK,Get a fire going! ,The Two Towers 
1213,PIPPIN,Merry!Merry! ,The Two Towers 
1214,MERRY,"I think we might have made a mistakeleaving the Shire, Pippin. ",The Two Towers 
1215,PIPPIN,What's making that noise? ,The Two Towers 
1216,MERRY,It's the trees. ,The Two Towers 
1217,GANDALF,"Peregrin Took my lad, there is a task now to be done.  Another     opportunity for one of the Shire folk to prove their great worth.     , You must not fail me.      ",The Return of the King 
1218,FARAMIR,It's been very quiet across the river.   ,The Return of the King 
1219,MADRIL,"The Orcs are lying low.  The garrison may have moved out.  We've sent     scouts to Cair Andros.  If the Orcs attack from the North, we'll have some     warning.   ",The Return of the King 
1220,GOTHMOG,Quiet.    ,The Return of the King 
1221,SOLDIER,We need 10 more.   ,The Return of the King 
1222,EOWYN,  No.      ,The Return of the King 
1223,THEODEN,"     I go to my fathers, in whose mighty company; I shall not now feel ashamed.      ",The Return of the King 
1224,THEODEN,     Eowyn.      ,The Return of the King 
1225,KING OF THE DEAD,  Release us!      ,The Return of the King 
1226,GIMLI,"  Bad idea!  Very handy in a tight spot these lads, despite the fact they're dead.     ",The Return of the King 
1227,KING OF THE DEAD,  You gave us your word!      ,The Return of the King 
1228,ARAGORN,  I hold your oath fulfilled.  Go.  Be at peace.     ,The Return of the King 
1229,PIPPIN,  Merry!     ,The Return of the King 
1230,EOMER,  Nooooo!      ,The Return of the King 
1231,EOMER,  Nooooooo!  Noooooo!      ,The Return of the King 
1232,FRODO,"Lead the way, Smeagol. ",The Two Towers 
1233,GOLLUM,Good Smeagol always helps. ,The Two Towers 
1234,MERRY,Hello?Treebeard?Where has he gone? ,The Two Towers 
1235,PIPPIN,I had the loveliest dream last night.There was this large barrelfull of pipe-weed.And we smoked all of it.And then......you were sick.I'd give anything for a whiff of Old Toby. ,The Two Towers 
1236,MERRY,Did you hear that?There it is again.Something's not right here.Not right at all. ,The Two Towers 
1237,MERRY,You just said something...Treeish. ,The Two Towers 
1238,PIPPIN,"No, I didn't. I was just stretching. ",The Two Towers 
1239,MERRY,You're taller. ,The Two Towers 
1240,PIPPIN,Who? ,The Two Towers 
1241,MERRY,You! ,The Two Towers 
1242,PIPPIN,Than what? ,The Two Towers 
1243,MERRY,Than me! ,The Two Towers 
1244,PIPPIN,I've always been taller than you. ,The Two Towers 
1245,MERRY,"Pippin, everyone knows I'm the tall one.You're the short one. ",The Two Towers 
1246,PIPPIN,"Please, Merry.You're what? Three-foot-six? At the most?Whereas me, I'm pushing 3'7"". ,3'8""! ",The Two Towers 
1247,SHAGRAT,"  It's going to the Great Eye, along with everything else.      ",The Return of the King 
1248,GORBAG,  I don't take orders from stinking Morgul-rats!      ,The Return of the King 
1249,SHAGRAT,  You touch it and I'll stick this blade in your gut!     ,The Return of the King 
1250,GORBAG,     The scum tried to knife me.  Kill him!      ,The Return of the King 
1251,SAM,  That's for Frodo!     ,The Return of the King 
1252,SAM,  And the Shire!     ,The Return of the King 
1253,SAM,  And that's for my old gaffer!     ,The Return of the King 
1254,SHAGRAT,  Stop your squealing you dunghill rat!      ,The Return of the King 
1255,SHAGRAT,  I'm gonna bleed you like a stuck pig!      ,The Return of the King 
1256,SAM,  Not if I stick you first!      ,The Return of the King 
1257,FRODO,  Sam!      ,The Return of the King 
1258,FRODO,"  Oh Sam, I'm so sorry.  Sorry for everything.     ",The Return of the King 
1259,SAM,  Let's get you out of here.      ,The Return of the King 
1260,ARAGORN,Rohan.Home of the Horse-lords.There's something strange at work here.Some evil gives speedto these creatures.Sets its will against us.,The Two Towers 
1261,ARAGORN,Legolas! What do your Elf-eyes see?,The Two Towers 
1262,LEGOLAS,The Uruks turn northeast.They are taking the Hobbits to lsengard.,The Two Towers 
1263,ARAGORN,Saruman.,The Two Towers 
1264,SARUMAN VOICE OVER,The world is changing.Who now has the strength to standagainst the armies of Isengard......and Mordor?To stand against the might of Sauronand Saruman......and the union of the two towers?,The Two Towers 
1265,SARUMAN VOICE OVER,"Together, my Lord Sauron...... we shall rule this Middle-earth. ",The Two Towers 
1266,SARUMAN VOICE OVER ,The Old World will burnin the fires of industry.The forests will fall.A new order will rise.We will drive the machine of warwith the sword and the spear...... and the iron fists of the Orc. We have only     to remove those who oppose us. ,The Two Towers 
1267,SARUMAN,I want them armed and ready to marchwithin two weeks! ,The Two Towers 
1268,ORC,"But, my lord, there are too many!They cannot all be armed in timewe don't have the means.",The Two Towers 
1269,SARUMAN,"Build a dam, block the streamwork the furnaces night and day.",The Two Towers 
1270,ORC,We don't have enough fuelto feed the fires.,The Two Towers 
1271,TREEBEARD,"Hobbits?Never heard of a Hobbit before.Sounds like Orc mischief to me! ,They come with fire.They come with axes.Gnawing, biting, breakinghacking, burning! Destroyers and usurpers! Curse them! ",The Two Towers 
1272,MERRY,No!You don't understand. We're Hobbits!Halflings!Shire-folk! ,The Two Towers 
1273,TREEBEARD,Maybe you are......and maybe you aren't.The White Wizard will know. ,The Two Towers 
1274,PIPPIN,The White Wizard? ,The Two Towers 
1275,MERRY,Saruman. ,The Two Towers 
1276,GOLLUM,"See? See?We've led you out.Hurry, Hobbitses. Hurry! Very lucky we find you.    ,Nice Hobbit. ",The Two Towers 
1277,SAM,It's a bog. He's led us into a swamp. ,The Two Towers 
1278,GOLLUM,"A swamp, yes, yes.Come, master. We will take youon safe paths through the mist.Come, Hobbits! Come! We go quickly. ,I found it. I did.The way through the marshes.Orcs don't use it.Orcs don't know it.They go around for miles and miles.Come quickly.Soft and quick as shadows we must be. ",The Two Towers 
1279,SAM,I hate this place. It's too quiet.There's been no sight nor soundof a bird for two days. ,The Two Towers 
1280,GOLLUM,"No, no birdses to eat.No crunchable birdses.We are famished! Yes!Famished we are, precious!  ",The Two Towers 
1281,FRODO,Here. ,The Two Towers 
1282,GOLLUM,"What does it eats?Is it tasty? ,It tries to chokes us!We can't eats Hobbit food!We must starve!     ",The Two Towers 
1283,SAM,"Well, starve, then. And good riddance! ",The Two Towers 
1284,GOLLUM,"Oh, cruel Hobbit.It does not care if we be hungry.Does not care if we should die. ,Not like master.Master cares.Master knows.Yes.Precious.Once it takes hold of us......it never lets go. ",The Two Towers 
1285,FRODO,Don't touch me! ,The Two Towers 
1286,GANDALF,"Fly, you fools! ",The Two Towers 
1287,FRODO ,No!Gandalf! ,The Two Towers 
1288,FRODO,Gandalf! ,The Two Towers 
1289,SAM,"What is it, Mr. Frodo? ",The Two Towers 
1290,FRODO,Nothing.Just a dream. ,The Two Towers 
1291,SAM,Can you see the bottom? ,The Two Towers 
1292,FRODO,"No! Don't look down, Sam!Just keep going! ",The Two Towers 
1293,SAM,"Catch it! Grab it, Mr. Frodo! ",The Two Towers 
1294,SAM,Mr. Frodo! ,The Two Towers 
1295,FRODO,I think I've found the bottom. ,The Two Towers 
1296,SAM,Bogs and ropeand goodness knows what.It's not natural. None of it. ,The Two Towers 
1297,FRODO,What's in this? ,The Two Towers 
1298,SAM,Nothing.Just a bit of seasoning.I thought maybe if we was havinga roast chicken one night or something. ,The Two Towers 
1299,FRODO,Roast chicken?! ,The Two Towers 
1300,SAM,    Back!  ,The Return of the King 
1301,SAM,    Mr Frodo!  ,The Return of the King 
1302,SAM,"    Oh no! Frodo, Mr Frodo. , Wake up. Don't leave me here     alone. Don't go where I can't follow. Wake up. Not asleep. Dead.     ",The Return of the King 
1303,SHAGRAT,    You get back you scum!  ,The Return of the King 
1304,SHAGRAT,    What's this?  ,The Return of the King 
1305,ORC,    Killed another one has she?  ,The Return of the King 
1306,SHAGRAT,"    No. , This fellow ain't dead. ",The Return of the King 
1307,SAM,"    , Not dead.  ",The Return of the King 
1308,SHAGRAT,    She jabs him with her stinger and he goes as limp as a boned fish aaa' then she has her way with them. That's how she likes to feed. Fresh blood. Get him to the Tower!  ,The Return of the King 
1309,SAM,    Samwise you fool. ,The Return of the King 
1310,ORC,    This scum will be awake in a couple of hours. ,The Return of the King 
1311,SHAGRAT,    Then he'll wish he'd never been born. ,The Return of the King 
1312,DENETHOR,"    The house of his spirit crumbles., He is burning. Already burning.  ",The Return of the King 
1313,PIPPIN,What? ,The Two Towers 
1314,MERRY,You remember the Old Foreston the borders of Buckland?Folk used to say there was something inthe water that made the trees grow tall......and come alive. ,The Two Towers 
1315,PIPPIN,Alive? ,The Two Towers 
1316,MERRY,Trees that could whisper......talk to each other......even move. ,The Two Towers 
1317,URUK-HAI,I'm starving.We ain't had nothing but maggoty breadfor three stinking days. ,The Two Towers 
1318,SNAGA,"Yeah!Why can't we have some meat?! ,What about them?They're fresh. ",The Two Towers 
1319,UGLUK,They are not for eating. ,The Two Towers 
1320,GRISHNAKH,What about their legs?They don't need those. ,The Two Towers 
1321,GRISHNAKH,They look tasty. ,The Two Towers 
1322,UGLUK,"Get back, scum!The prisoners go to Saruman.Alive and unspoiled. ",The Two Towers 
1323,GRISHNAKH,"Alive? ,Why alive?Do they give good sport? ",The Two Towers 
1324,UGLUK,They have something.An Elvish weapon.The master wants it for the war. ,The Two Towers 
1325,PIPPIN,They think we have the Ring. ,The Two Towers 
1326,MERRY,Ssh!As soon as they find out we don'twe're dead. ,The Two Towers 
1327,GOTHMOG,Kill him. ,The Return of the King 
1328,FARAMIR,"They're not coming from the North!  To the river quick, quick! ",The Return of the King 
1329,DAMROD,"Go,  come on! ",The Return of the King 
1330,GOTHMOG," Faster!  ,      Draw swords.   ",The Return of the King 
1331,SOLDIER,Hold!  Hold them!   ,The Return of the King 
1332,SOLDIER,What?   ,The Return of the King 
1333,GANDALF, Amon D'n. ,The Return of the King 
1334,SOLDIER,The beacon!  The beacon of Amon D'n is lit.   ,The Return of the King 
1335,GANDALF,Hope is kindled!   ,The Return of the King 
1336,ARAGORN,The beacons of Minas Tirith!  The beacons are lit!   ,The Return of the King 
1337,ARAGORN,Gondor calls for aid. ,The Return of the King 
1338,THEODEN,"And Rohan will answer!  Muster the Rohirrim.  ,      Assemble the army at Dunharrow,  as many men as can be found.  You have two     days. ,  On the third, we ride for Gondor' and     war.  ",The Return of the King 
1339,EOMER, Forward!   ,The Return of the King 
1340,MERRY,Three-foot-eight.You did something. ,The Two Towers 
1341,PIPPIN,"Merry, don't! Don't drink it! ",The Two Towers 
1342,PIPPIN,"Merry!No, Treebeard said that youshouldn't have any. ",The Two Towers 
1343,MERRY,I want some! ,The Two Towers 
1344,PIPPIN,lt could well be dangerous! ,The Two Towers 
1345,PIPPIN,Give me it back. Merry! ,The Two Towers 
1346,PIPPIN,What's happening?! ,The Two Towers 
1347,MERRY,Aaagh!It's got my leg! ,The Two Towers 
1348,PIPPIN,Merry! ,The Two Towers 
1349,MERRY and PIPPIN,Help! ,The Two Towers 
1350,TREEBEARD,Away with you.You should not be waking.Eat earth. Dig deep. Drink water. ,The Two Towers 
1351,TREEBEARD,"Go to sleep.Away with you. ,Come, the forest is waking up. ",The Two Towers 
1352,TREEBEARD,It isn't safe.The trees have grown wildand dangerous.Anger festers in their hearts.Black are their thoughts.Strong is their hate.They will harm you if they can.There are too few of us now.Too few of us Ents left to manage them. ,The Two Towers 
1353,FRODO,"  It's too late.  It's over.  They've taken it Sam,  they took the Ring!      ",The Return of the King 
1354,SAM,  Begging your pardon but they haven't.     ,The Return of the King 
1355,SAM,"  I thought I'd lost you.  So I took it, only for safekeeping.      ",The Return of the King 
1356,FRODO,"  Give it to me! ,  Give me the Ring Sam.    ,  Sam!  Give me the Ring.    ,  You must understand.  The Ring is my burden.  It will destroy you Sam.      ",The Return of the King 
1357,SAM,  Come on Mr Frodo.  We'd best find you some clothes.  You can't go walking through Mordor in nowt but your skin.      ,The Return of the King 
1358,SAM,  We did it Mr Frodo.  We made it to Mordor.      ,The Return of the King 
1359,FRODO,  There are so many of them.  We'll never get through unseen.      ,The Return of the King 
1360,FRODO,"  It's Him, the Eye!     ",The Return of the King 
1361,SAM,"  We have to go in there Mr Frodo.  There's nothing for it. ,  Come on let's just make it down the hill for starters.      ",The Return of the King 
1362,GANDALF,"  Frodo has passed beyond my sight. ,  The darkness is deepening.      ",The Return of the King 
1363,ARAGORN,  If Sauron had the Ring we would know it.      ,The Return of the King 
1364,GANDALF,"     It's only a matter of time.  He has suffered a defeat, yes, but behind the walls of Mordor our enemy is regrouping.     ",The Return of the King 
1365,GIMLI,  Let him stay there!  Let him rot!  Why should we care?     ,The Return of the King 
1366,GANDALF,"  Because 10,000 Orcs now stand between Frodo and Mount Doom.     ",The Return of the King 
1367,SARUMAN,The Forest of Fangornlies on our doorstep. Burn it.,The Two Towers 
1368,ORC,Yes.,The Two Towers 
1369,WILDMAN,We will fight for you.,The Two Towers 
1370,SARUMAN,Swear it.,The Two Towers 
1371,WILDMAN,We will die for Saruman.,The Two Towers 
1372,SARUMAN,The Horse-Men took your lands.They drove your people into the hillsto scratch a living off rocks. ,The Two Towers 
1373,WILDMAN,Murderers!,The Two Towers 
1374,SARUMAN,Take back the lands they stole from you.Burn every village!,The Two Towers 
1375,SARUMAN VOICE OVER,We have only to remove thosewho oppose us.It will begin in Rohan.Too long have these peasantsstood against you.But no more.,The Two Towers 
1376,MORWEN,Eothain! Eothain!You take your sister.You'll go faster with just two.,The Two Towers 
1377,MORWEN,Listen to me. You must ride to Edorasand raise the alarm. Do you understand me?,The Two Towers 
1378,SAM,There are dead things!Dead faces in the water. ,The Two Towers 
1379,GOLLUM,"All dead. All rotten.Elves and Men and Orcses.A great battle long ago.Dead Marshes.Yes. Yes, that is their name.This way.Don't follow the lights. ",The Two Towers 
1380,GOLLUM,Careful now! Or Hobbits go downto join the dead ones......and light little candlesof their own. ,The Two Towers 
1381,SAM,Frodo! ,The Two Towers 
1382,FRODO,    Gollum? ,The Two Towers 
1383,GOLLUM,Don't follow the lights. ,The Two Towers 
1384,FRODO,Gollum! ,The Two Towers 
1385,SAM,Mr. Frodo!Are you all right? ,The Two Towers 
1386,GOLLUM,So bright.So beautiful. ,The Two Towers 
1387,GOLLUM,(strokes his own palm)Our precious. ,The Two Towers 
1388,FRODO,What did you say? ,The Two Towers 
1389,GOLLUM,Master should be resting.Master needs to keep up his strength. ,The Two Towers 
1390,FRODO,Who are you? ,The Two Towers 
1391,GOLLUM,Mustn't ask us. Not its business.Gollum. Gollum. ,The Two Towers 
1392,SAM,It must be getting near teatime. Leastways it would be in decent places     where there is still teatime. ,The Return of the King 
1393,GOLLUM,We're not in decent places. ,The Return of the King 
1394,SAM,Mr Frodo?  What is it? ,The Return of the King 
1395,FRODO,It's just a feeling.  I don't think I'll be coming back. ,The Return of the King 
1396,SAM,Yes you will.  Of course you will.  That's just morbid thinking.  We're     going there and back again just like Mr Bilbo.  You'll see. ,The Return of the King 
1397,FRODO, I think these lands were once part of the Kingdom of Gondor. ,The Return of the King 
1398,FRODO,"Long ago, when there was a King. ",The Return of the King 
1399,SAM,"Mr Frodo, look!  The King has got a crown again.   ",The Return of the King 
1400,MERRY, What are     they eating when they can't get hobbit ? ,The Fellowship of the Ring 
1401,STRIDER,                    ,The Fellowship of the Ring 
1402,FRODO,Who is     she ? This woman you sing of ?  ,The Fellowship of the Ring 
1403,STRIDER,Tis the Lady of L'thien. The Elf Maiden who gave her love     to Beren ... a mortal ,The Fellowship of the Ring 
1404,FRODO,What happened to her? ,The Fellowship of the Ring 
1405,STRIDER, She died.    ,The Fellowship of the Ring 
1406,SARUMAN,The power of Isengard is at your command ,The Fellowship of the Ring 
1407,SARUMAN,Sauron.  Lord of the Earth ,The Fellowship of the Ring 
1408,GIMLI, Stay close young     hobbits.,The Fellowship of the Ring 
1409,GALADRIEL VOICE-OVER,"Frodo! , Frodo! ",The Fellowship of the Ring 
1410,GIMLI,..and are never seen again ,The Fellowship of the Ring 
1411,GALADRIEL VOICE-OVER,"Your coming to us , is as the footsteps of doom.     You bring great evil here! ,Ringbearer! ",The Fellowship of the Ring 
1412,SAM,Mr Frodo ? ,The Fellowship of the Ring 
1413,GIMLI,"Well!  Here's one dwarf she won't ensnare so easily! I     have the eyes of a hawk, and ears of a fox!  ",The Fellowship of the Ring 
1414,GIMLI,Oh! ,The Fellowship of the Ring 
1415,HALDIR," The dwarf     breathes so loud, we could have shot him in the dark. ",The Fellowship of the Ring 
1416,HALDIR,"Mae govannen, Legolas Thranduilion. ",The Fellowship of the Ring 
1417,SAM,You never know. ,The Two Towers 
1418,FRODO,Sam. My dear Sam. ,The Two Towers 
1419,SAM,"It's very special, that.It's the best salt in all the Shire. ",The Two Towers 
1420,FRODO,It is special. It's a little bit of home. ,The Two Towers 
1421,FRODO,We can't leave this here for someoneto follow us down. ,The Two Towers 
1422,SAM,"Who's gonna follow us down hereMr. Frodo?It's a shame, really.Lady Galadriel gave me that.Real Elvish rope.    Well, there's nothing for it.It's one of my knots.Won't come free in a hurry. ",The Two Towers 
1423,FRODO,Real Elvish rope. ,The Two Towers 
1424,SAM,"Mordor. The one place in Middle-earthwe don't want to see any closer.And it's the one placewe're trying to get to.It's just where we can't get.    Let's face it, Mr. Frodo, we're lost.I don't think Gandalf meant for us tocome this way. ",The Two Towers 
1425,FRODO,"He didn't mean for a lot of thingsto happen, Sam......but they did. ",The Two Towers 
1426,SAM,"Mr. Frodo?It's the Ring, isn't it? ",The Two Towers 
1427,FRODO,It's getting heavier. ,The Two Towers 
1428,FRODO,What food have we got left? ,The Two Towers 
1429,SAM,"Let me see.Oh, yes. Lovely.Lembas bread. And look!More lembas bread. ",The Two Towers 
1430,SAM,"I don't usually hold with foreign food.....but this Elvish stuff, it's not bad. ",The Two Towers 
1431,FRODO,"Nothing ever dampens your spiritsdoes it, Sam? ",The Two Towers 
1432,BILBO,"My old sword, Sting , Here, take it, take it. ",The Fellowship of the Ring 
1433,FRODO,Its so light! ,The Fellowship of the Ring 
1434,BILBO,"Yes Yes , Made by the elves you know.  The blade glows blue     when orcs are close and its times like that my lad, when you have to be     extra careful.    Here's a pretty thing. , Mithril!    ,     as light as a feather and as hard as dragon scales.  Let me see you put     it on, go on. ",The Fellowship of the Ring 
1435,BILBO," My my     old ring.  Well I should... very much like to hold it again, one last     time.  ",The Fellowship of the Ring 
1436,BILBO,"I'm sorry I brought this upon you my boy    , I'm sorry that you must carry this     burden , I'm sorry for everything ",The Fellowship of the Ring 
1437,ELROND,"The Ringbearer is setting out on the quest of Mount Doom and     you who travel with him, , no oath nor bond is laid to go further than you will    , Farewell. Hold to     your purpose and may the blessings of elves , and men ,,     and all free folk , go with     you.  ",The Fellowship of the Ring 
1438,BOROMIR,You are no elf ,The Fellowship of the Ring 
1439,ARAGORN,Men of the South are welcome here ,The Fellowship of the Ring 
1440,BOROMIR, Who are you ? ,The Fellowship of the Ring 
1441,ARAGORN,I'm a friend of Gandalf the Grey ,The Fellowship of the Ring 
1442,BOROMIR," Then we are here on a     common purpose , friend. ",The Fellowship of the Ring 
1443,BOROMIR,"The shards of Narsil ,  The blade that cut the Ring from     Sauron's hand , Ah! ,Its still sharp , but no more than a broken heirloom    ",The Fellowship of the Ring 
1444,ARWEN,"Why do you fear the past.  You are Isildur's heir, not     Isildur himself.  You are not bound to his fate ",The Fellowship of the Ring 
1445,PIPPIN,"    He's not dead. HE'S NOT DEAD , NO! NO! He's not dead.  ",The Return of the King 
1446,DENETHOR,    Farewell Peregrin son of Paladin. ,The Return of the King 
1447,PIPPIN,    NO! NO!  ,The Return of the King 
1448,DENETHOR,"    I release you from my service. ,Go now and die and what way seems best to you.  ",The Return of the King 
1449,SOLDIER,"    Come on soldier, move it.  ",The Return of the King 
1450,SOLDIER,"    Hurry along there, hurry along. ",The Return of the King 
1451,PIPPIN,"    Gandalf! , Where's     Gandalf? , GANDALF!     ",The Return of the King 
1452,SNAGA,Just a mouthful......a bit of the flank. ,The Two Towers 
1453,UGLUK,Looks like meat's back on the menuboys. ,The Two Towers 
1454,MERRY,Pippin.Let's go. ,The Two Towers 
1455,GRISHNAKH,Go on.Call for help. Squeal.No one's going to save you now.  ,The Two Towers 
1456,MERRY,Pippin! ,The Two Towers 
1457,PIPPIN,Aaaaaaaagh! ,The Two Towers 
1458,LEGOLAS,A red sun rises.Blood has been spilled this night.,The Two Towers 
1459,ARAGORN,Riders of Rohan......what news from the Mark? ,The Two Towers 
1460,EOMER,"What business does an Elf, a Manand a Dwarf have in the Riddermark?Speak quickly! ",The Two Towers 
1461,GIMLI,"Give me your name, horse-masterand I shall give you mine. ",The Two Towers 
1462,EOMER,"I would cut off your head, Dwarf......if it stood but a little higherfrom the ground. ",The Two Towers 
1463,LEGOLAS,You would die before your stroke fell. ,The Two Towers 
1464,ARAGORN,"I am Aragorn, son of Arathorn.This is Gimli, son of Gloinand Legolas of the Woodland Realm.We are friends of Rohanand of Theoden, your king. ",The Two Towers 
1465,EOMER,"Theoden no longer recognizesfriend from foe. Not even his own kin. ,Saruman has poisoned the mindof the king......and claimed lordship over these lands.    My company are those loyal to Rohan.And for that, we are banished.The White Wizard is cunning.He walks here and there, they say......as an old man hooded and cloaked.And everywhere, his spiesslip past our nets. ",The Two Towers 
1466,SOLDIER,Very good sir. ,The Return of the King 
1467,THEODEN, Gamling.   ,The Return of the King 
1468,GAMLING,My lord! ,The Return of the King 
1469,THEODEN,Make haste across the Riddermark.  Summon every able-bodied man to     Dunharrow.   ,The Return of the King 
1470,GAMLING,I will.   ,The Return of the King 
1471,ARAGORN,Do you ride with us? ,The Return of the King 
1472,EOWYN,"Just to the encampment.  It's tradition for the women of the court to     farewell the men.  ,         The men have found their captain.  They will follow you into battle.  Even     to death.  You have given us hope.  ",The Return of the King 
1473,MERRY,"Excuse me!  , I have     a sword.  Please accept it!  , I offer you my service Theoden King. ",The Return of the King 
1474,THEODEN,"And gladly, I accept it.  ,      You shall be Meriadoc, esquire of Rohan.  ",The Return of the King 
1475,GIMLI,"Horse men!  I wish I could muster an army of Dwarves, fully armed and     filthy.   ",The Return of the King 
1476,LEGOLAS,Your kinsmen may have no need to ride to war.  I fear war already     marches on their own lands.  ,The Return of the King 
1477,THEODEN,  ,The Return of the King 
1478,EOMER," Now is the hour,     Riders of Rohan.  Oaths you have taken.  Now fulfil them all, to Lord and     Land!  Hah! ",The Return of the King 
1479,PIPPIN,Why are there so few of youwhen you have lived so long? Are there Ent children? ,The Two Towers 
1480,TREEBEARD,Bru-ra-hroom.There have been no Entingsfor a terrible long count of years. ,The Two Towers 
1481,MERRY,Why is that? ,The Two Towers 
1482,TREEBEARD,We lost the Entwives. ,The Two Towers 
1483,PIPPIN,"Oh, I'm sorry. How did they die? ",The Two Towers 
1484,TREEBEARD,Die? No.We lost them.And now we cannot find them. I don't suppose you've seen Entwives in the Shire? ,The Two Towers 
1485,MERRY,"Can't say that I have. You, Pip? ",The Two Towers 
1486,PIPPIN, What do they     look like? ,The Two Towers 
1487,TREEBEARD,I don't remember now.,The Two Towers 
1488,GANDALF,"Edoras and the Golden Hall of Meduseld. There dwells Theoden,     King of Rohan...... whose mind is overthrown. Saruman's hold over King     Theoden is now very strong. ",The Two Towers 
