Name,Url,Race
"Bodo Proudfoot","http://lotr.wikia.com//wiki/Bodo_Proudfoot",Hobbit
"Linda (Baggins) Proudfoot","http://lotr.wikia.com//wiki/Linda_(Baggins)_Proudfoot",Hobbit
"Sancho Proudfoot","http://lotr.wikia.com//wiki/Sancho_Proudfoot",Hobbit
"Olo Proudfoot","http://lotr.wikia.com//wiki/Olo_Proudfoot",Hobbit
"Nimloth (elf)","http://lotr.wikia.com//wiki/Nimloth_(elf)",Elf
"Saradoc Brandybuck","http://lotr.wikia.com//wiki/Saradoc_Brandybuck",Hobbit
"Gríma Wormtongue","http://lotr.wikia.com//wiki/Gr%C3%ADma_Wormtongue",Human
"Gollum","http://lotr.wikia.com//wiki/Gollum",Hobbit
"Legolas (elf of Gondolin)","http://lotr.wikia.com//wiki/Legolas_(elf_of_Gondolin)",Elf
"Elemmakil","http://lotr.wikia.com//wiki/Elemmakil",Elf
"Radagast","http://lotr.wikia.com//wiki/Radagast",Maiar
"Gandalf","http://lotr.wikia.com//wiki/Gandalf",Maiar
"Saruman","http://lotr.wikia.com//wiki/Saruman",Maiar
"Tilion","http://lotr.wikia.com//wiki/Tilion",Maiar
"Sauron","http://lotr.wikia.com//wiki/Sauron",Maiar
"Eönwë","http://lotr.wikia.com//wiki/E%C3%B6nw%C3%AB",Maiar
"Durin's Bane","http://lotr.wikia.com//wiki/Durin%27s_Bane",Maiar
"Alatar","http://lotr.wikia.com//wiki/Alatar",Maiar
"Pallando","http://lotr.wikia.com//wiki/Pallando",Maiar
"Arien","http://lotr.wikia.com//wiki/Arien",Maiar
"Uinen","http://lotr.wikia.com//wiki/Uinen",Maiar
"Moro Burrows","http://lotr.wikia.com//wiki/Moro_Burrows",Hobbit
"Mosco Burrows","http://lotr.wikia.com//wiki/Mosco_Burrows",Hobbit
"Myrtle Burrows","http://lotr.wikia.com//wiki/Myrtle_Burrows",Hobbit
"Thingol","http://lotr.wikia.com//wiki/Thingol",Elf
"Théodwyn","http://lotr.wikia.com//wiki/Th%C3%A9odwyn",Human
"Eärendil","http://lotr.wikia.com//wiki/E%C3%A4rendil",Human
"Harry Goatleaf","http://lotr.wikia.com//wiki/Harry_Goatleaf",Human
