,_id,Name,Url,Race,birth,death,gender,hair,height,realm,spouse,race
291,ObjectId(5cd99d4bde30eff6ebccfce1),Fastred (Pelennor Fields),http://lotr.wikia.com//wiki/Fastred_(Pelennor_Fields),Human,"Late ,Third Age","March 15 ,3019",Male,,,,,Men
292,ObjectId(5cd99d4bde30eff6ebccfce2),Fengel,http://lotr.wikia.com//wiki/Fengel,Human,TA 2870,TA 2953,Male,,,Rohan,,Men
293,ObjectId(5cd99d4bde30eff6ebccfce3),Ferumbras Took II,http://lotr.wikia.com//wiki/Ferumbras_Took_II,Hobbit,TA 2701,TA 2801,Male,,,,Unnamed wife,Hobbits
294,ObjectId(5cd99d4bde30eff6ebccfce4),Finarfin,http://lotr.wikia.com//wiki/Finarfin,Elf,YT 1230,Still Alive,Male,Golden,,Tirion,Eärwen,Elves
295,ObjectId(5cd99d4bde30eff6ebccfce5),Findegil,http://lotr.wikia.com//wiki/Findegil,Human,Fourth Age,"sometime after ,FO 172",Male,,,,,Men
296,ObjectId(5cd99d4bde30eff6ebccfce6),Findis,http://lotr.wikia.com//wiki/Findis,Elf,Years of the Trees,,Female,,,,,Elves
297,ObjectId(5cd99d4bde30eff6ebccfce7),Finduilas,http://lotr.wikia.com//wiki/Finduilas,Elf,First Age,FA 495,Female,Golden,,,"None; betrothed to ,Gwindor, but never married.",Elves
298,ObjectId(5cd99d4bde30eff6ebccfce8),Finduilas of Dol Amroth,http://lotr.wikia.com//wiki/Finduilas_of_Dol_Amroth,Human,TA 2950,TA 2988,Female,Dark,,,Denethor II,Men
299,ObjectId(5cd99d4bde30eff6ebccfce9),Fingolfin,http://lotr.wikia.com//wiki/Fingolfin,Elf,YT 1190,FA 455,Male,Dark,,"Hithlum,Beleriand",Anairë,Elves
300,ObjectId(5cd99d4bde30eff6ebccfcea),Farin,http://lotr.wikia.com//wiki/Farin,Dwarf,TA 2560,TA 2803,Male,,,,Unnamed wife,Dwarves
301,ObjectId(5cd99d4bde30eff6ebccfceb),Fingon,http://lotr.wikia.com//wiki/Fingon,Elf,"YT during the ,Noontide of Valinor",FA 472,Male,Dark,,Hithlum,,Elves
302,ObjectId(5cd99d4bde30eff6ebccfcec),Finrod,http://lotr.wikia.com//wiki/Finrod,Elf,YT 1300,FA 465,Male,Golden,,,"Loved ,Amarië but they never married",Elves
303,ObjectId(5cd99d4bde30eff6ebccfced),Finwë,http://lotr.wikia.com//wiki/Finw%C3%AB,Elf,"YT, and perhaps Firstborn",YT 1495,Male,Black,,"Tirion,Formenos","Míriel Serindë then ,Indis",Elves
304,ObjectId(5cd99d4bde30eff6ebccfcee),Flói,http://lotr.wikia.com//wiki/Fl%C3%B3i,Dwarf,"Late ,Third Age",TA 2994,Male,,,,,Dwarves
305,ObjectId(5cd99d4bde30eff6ebccfcef),Faramir,http://lotr.wikia.com//wiki/Faramir,Human,TA 2983,"February 26 ,82",Male,Raven,,Minas Ithil,owyn,Men
306,ObjectId(5cd99d4bde30eff6ebccfcf0),Folca,http://lotr.wikia.com//wiki/Folca,Human,TA 2804,TA 2864,Male,,,,Unnamed wife,Men
307,ObjectId(5cd99d4bde30eff6ebccfcf1),Fastolph Bolger,http://lotr.wikia.com//wiki/Fastolph_Bolger,Hobbit,SR 1210,,Male,,,Shire,Pansy Baggins,Hobbits
308,ObjectId(5cd99d4bde30eff6ebccfcf2),Folcred,http://lotr.wikia.com//wiki/Folcred,Human,TA 2858,TA 2885,Male,,,,,Men
309,ObjectId(5cd99d4bde30eff6ebccfcf3),Forlong,http://lotr.wikia.com//wiki/Forlong,Human,"Late ,Third Age",TA 3019,Male,,,,unknown,Men
310,ObjectId(5cd99d4bde30eff6ebccfcf4),Folcwine,http://lotr.wikia.com//wiki/Folcwine,Human,TA 2830,TA 2903,Male,,,Rohan,Unnamed wife,Men
311,ObjectId(5cd99d4bde30eff6ebccfcf5),Fortinbras Took I,http://lotr.wikia.com//wiki/Fortinbras_Took_I,Hobbit,TA 2745,TA 2848,Male,,,,Unnamed wife,Hobbits
312,ObjectId(5cd99d4bde30eff6ebccfcf6),Forthwini,http://lotr.wikia.com//wiki/Forthwini,Human,"Mid ,Third Age",TA 1944,Male,,,,"Unknown, but possible since he had descendants",Men
313,ObjectId(5cd99d4bde30eff6ebccfcf7),Forweg,http://lotr.wikia.com//wiki/Forweg,Human,"Late ,First Age",Late First Age ,Male,Fair,,,"Unknown, probably none",Men
314,ObjectId(5cd99d4bde30eff6ebccfcf8),Freca,http://lotr.wikia.com//wiki/Freca,Human,TA 2698,TA 2754,Male,Dark,,,Unnamed wife,Men
315,ObjectId(5cd99d4bde30eff6ebccfcf9),Fram,http://lotr.wikia.com//wiki/Fram,Human,TA 1967,"Unknown, sometime after ,TA 2000",Male,,,,"Unknown, probably as he had descendants",Men
316,ObjectId(5cd99d4bde30eff6ebccfcfa),Frerin,http://lotr.wikia.com//wiki/Frerin,Dwarf,TA 2751,TA 2799,Male,,,,,Dwarves
317,ObjectId(5cd99d4bde30eff6ebccfcfb),Frumgar,http://lotr.wikia.com//wiki/Frumgar,Human,TA 1940,TA 2001,Male,,,,Unnamed wife,Men
318,ObjectId(5cd99d4bde30eff6ebccfcfc),Fréawine,http://lotr.wikia.com//wiki/Fr%C3%A9awine,Human,TA 2594,TA 2680,Male,,,Rohan,,Men
319,ObjectId(5cd99d4bde30eff6ebccfcfd),Frór,http://lotr.wikia.com//wiki/Fr%C3%B3r,Dwarf,TA 2552,TA 2589,Male,,,,,Dwarves
320,ObjectId(5cd99d4bde30eff6ebccfcfe),Frár,http://lotr.wikia.com//wiki/Fr%C3%A1r,Dwarf,"Late ,Third Age",November 102994,Male,,,,,Dwarf
321,ObjectId(5cd99d4bde30eff6ebccfcff),Fundin,http://lotr.wikia.com//wiki/Fundin,Dwarf,TA 2662,TA 2799,Male,,,,Unnamed wife,Dwarves
322,ObjectId(5cd99d4bde30eff6ebccfd00),Fréa,http://lotr.wikia.com//wiki/Fr%C3%A9a,Human,TA 2570,TA 2659,Male,,,Rohan,Unnamed wife,Men
323,ObjectId(5cd99d4bde30eff6ebccfd01),Fréaláf Hildeson,http://lotr.wikia.com//wiki/Fr%C3%A9al%C3%A1f_Hildeson,Human,TA 2726,TA 2798,Male,,,Rohan,Unnamed wife,Men
324,ObjectId(5cd99d4bde30eff6ebccfd02),Fëanor,http://lotr.wikia.com//wiki/F%C3%ABanor,Elf,YT 1169,YT 1497,Male,Raven,Tall,"Tirion,Formenos",Nerdanel,Elves
325,ObjectId(5cd99d4bde30eff6ebccfd03),Fíriel,http://lotr.wikia.com//wiki/F%C3%ADriel,Human,TA 1896,,Female,,,Arthedain,Arvedui,Men
326,ObjectId(5cd99d4bde30eff6ebccfd04),Fíli and Kíli,http://lotr.wikia.com//wiki/F%C3%ADli_and_K%C3%ADli,Dwarf,TA 2859,November 23TA 2941,Male,Yellow,,,None,Dwarves
327,ObjectId(5cd99d4bde30eff6ebccfd05),Galar,http://lotr.wikia.com//wiki/Galar,Dwarf,,,,,,,,
328,ObjectId(5cd99d4bde30eff6ebccfd06),Galadriel,http://lotr.wikia.com//wiki/Galadriel,Elf,YT 1362,"Still alive: Departed over the sea on ,September 29 ,3021",Female,Golden,Tall,"Eregion,Lothlórien,Caras Galadhon",Celeborn,Elves
329,ObjectId(5cd99d4bde30eff6ebccfd07),Galdor,http://lotr.wikia.com//wiki/Galdor,Human,FA 417,FA 462,Male,,Tall,,Hareth,Men
330,ObjectId(5cd99d4bde30eff6ebccfd08),Galion,http://lotr.wikia.com//wiki/Galion,Elf,,,Male,,,,,Elves
331,ObjectId(5cd99d4bde30eff6ebccfd09),Daisy Gamgee I,http://lotr.wikia.com//wiki/Daisy_Gamgee_I,Hobbit,TA 2972,FO 54,Female,,,,,Hobbits
332,ObjectId(5cd99d4bde30eff6ebccfd0a),Frodo Gardner,http://lotr.wikia.com//wiki/Frodo_Gardner,Hobbit,FO 2,FO ,Male,,,,Unnamed wife,Hobbits
333,ObjectId(5cd99d4bde30eff6ebccfd0b),Hamson Gamgee,http://lotr.wikia.com//wiki/Hamson_Gamgee,Hobbit,TA 2965,,Male,,,,None,Hobbits
334,ObjectId(5cd99d4bde30eff6ebccfd0c),May Gamgee,http://lotr.wikia.com//wiki/May_Gamgee,Hobbit,TA 2976,,Female,,,,,Hobbits
335,ObjectId(5cd99d4bde30eff6ebccfd0d),Samwise Gamgee,http://lotr.wikia.com//wiki/Samwise_Gamgee,Hobbit,"April 6 ,2980","Still alive, after going to the ,Undying Lands, in ,FO 61",Male,Blond (movie),"1.22m (4'0"")",,Rosie Cotton,Hobbits
336,ObjectId(5cd99d4bde30eff6ebccfd0e),Gamling,http://lotr.wikia.com//wiki/Gamling,Human,"Possibly late ,Third Age",,Male,Possibly blond,,,,Men
337,ObjectId(5cd99d4bde30eff6ebccfd0f),Elanor Gardner,http://lotr.wikia.com//wiki/Elanor_Gardner,Hobbit,March 253021,"Early ,Fourth Age",Female,Blonde or Golden,,,Fastred of Greenholm,Hobbits
338,ObjectId(5cd99d4bde30eff6ebccfd10),Gelmir,http://lotr.wikia.com//wiki/Gelmir,Elf,,FA 473,Male,,,,,Elves
339,ObjectId(5cd99d4bde30eff6ebccfd11),Hamfast Gamgee,http://lotr.wikia.com//wiki/Hamfast_Gamgee,Hobbit,TA 2926,FO 7 (SR 1428),Male,"Brown, later gray","1.2m (3'11"")",,Bell Goodchild,Hobbit
340,ObjectId(5cd99d4bde30eff6ebccfd12),Halfred Gamgee,http://lotr.wikia.com//wiki/Halfred_Gamgee,Hobbit,TA 2969,,Male,,,,,Hobbits
341,ObjectId(5cd99d4bde30eff6ebccfd13),Galdor of the Havens,http://lotr.wikia.com//wiki/Galdor_of_the_Havens,Elf,,,Male,Golden (movie),6'3 (movie),,,Elves
342,ObjectId(5cd99d4bde30eff6ebccfd14),Gil-galad,http://lotr.wikia.com//wiki/Gil-galad,Elf,FA 450,SA 3441,Male,Possibly golden (book) Dark brown (movie),Tall,"Havens of Sirion,Lindon",,Elves
343,ObjectId(5cd99d4bde30eff6ebccfd15),Gildis,http://lotr.wikia.com//wiki/Gildis,Human,First Age,,Female,,,,"Hador, Lórindol",Men
344,ObjectId(5cd99d4bde30eff6ebccfd16),Gildor (Edain),http://lotr.wikia.com//wiki/Gildor_(Edain),Human,"Late ,First Age",FA 460,Male,,,,,Men
345,ObjectId(5cd99d4bde30eff6ebccfd17),Gildor Inglorion,http://lotr.wikia.com//wiki/Gildor_Inglorion,Elf,,Possible sailed West,Male,Golden,,,,"Elves,Noldor"
346,ObjectId(5cd99d4bde30eff6ebccfd18),Gilfanon,http://lotr.wikia.com//wiki/Gilfanon,Elf,,Presumably still alive,Male,,,,,Elves
347,ObjectId(5cd99d4bde30eff6ebccfd19),Ghân-buri-Ghân,http://lotr.wikia.com//wiki/Gh%C3%A2n-buri-Gh%C3%A2n,Human,"Late ,Third Age",,Male,Black,Short,,,Drúedain
348,ObjectId(5cd99d4bde30eff6ebccfd1a),Gethron,http://lotr.wikia.com//wiki/Gethron,Human,"Mid ,First Age",,Male,,,,,Men
349,ObjectId(5cd99d4bde30eff6ebccfd1b),Gilraen,http://lotr.wikia.com//wiki/Gilraen,Human,TA 2907,TA 3007,Female,Blonde (film),"Unknown (book) 1.66m (5'5"") (film)",,Arathorn II,Men
350,ObjectId(5cd99d4bde30eff6ebccfd1c),Gelmir (of Angrod's kin),http://lotr.wikia.com//wiki/Gelmir_(of_Angrod%27s_kin),Elf,,,Male,,,,,Elves
351,ObjectId(5cd99d4bde30eff6ebccfd1d),Girion,http://lotr.wikia.com//wiki/Girion,Human,TA 2732,TA 2770,Male,,,,Unnamed wife,Men
352,ObjectId(5cd99d4bde30eff6ebccfd1e),Gimilzagar,http://lotr.wikia.com//wiki/Gimilzagar,Human,SA 2630,,Male,,,,,Men
353,ObjectId(5cd99d4bde30eff6ebccfd1f),Glorfindel,http://lotr.wikia.com//wiki/Glorfindel,Elf,"Possibly ,YT",FA 510,Male,Golden,Tall,,None,Elves
354,ObjectId(5cd99d4bde30eff6ebccfd20),Glirhuin,http://lotr.wikia.com//wiki/Glirhuin,Human,"Unknown, late fifth or sixth century ,First Age",,Male,,,,,Men
355,ObjectId(5cd99d4bde30eff6ebccfd21),Gléowine,http://lotr.wikia.com//wiki/Gl%C3%A9owine,Human,"Late ,Third Age",,Male,,,,,Men
356,ObjectId(5cd99d4bde30eff6ebccfd22),Gimilkhâd,http://lotr.wikia.com//wiki/Gimilkh%C3%A2d,Human,SA 3044,SA 3243,Male,,,,Unnamed wife,Men
357,ObjectId(5cd99d4bde30eff6ebccfd23),Gimli,http://lotr.wikia.com//wiki/Gimli,Dwarf,TA 2879,"Unknown (Departed to ,Aman ,FO 120,)",Male,Auburn,,,,Dwarves
358,ObjectId(5cd99d4bde30eff6ebccfd24),Golasgil,http://lotr.wikia.com//wiki/Golasgil,Human,"Late ,Third Age",,Male,,,,,Men
359,ObjectId(5cd99d4bde30eff6ebccfd25),Goldwine,http://lotr.wikia.com//wiki/Goldwine,Human,TA 2619,TA 2699,Male,,,Rohan,,Men
360,ObjectId(5cd99d4bde30eff6ebccfd26),Hanna (Goldworthy) Brandybuck,http://lotr.wikia.com//wiki/Hanna_(Goldworthy)_Brandybuck,Hobbit,,,Female,,,,Madoc Brandybuck,Hobbit
361,ObjectId(5cd99d4bde30eff6ebccfd27),Gorbulas Brandybuck,http://lotr.wikia.com//wiki/Gorbulas_Brandybuck,Hobbit,TA 2908,"Before ,TA 3001",Male,,,,Unnamed wife,Hobbits
362,ObjectId(5cd99d4bde30eff6ebccfd28),Gorhendad (Oldbuck) Brandybuck,http://lotr.wikia.com//wiki/Gorhendad_(Oldbuck)_Brandybuck,Hobbit,TA 2274,,Male,,,,Unnamed wife,Hobbits
363,ObjectId(5cd99d4bde30eff6ebccfd29),Gorlim,http://lotr.wikia.com//wiki/Gorlim,Human,"Late ,First Age",FA 460,Male,,,,Eilinel,"Men,Wraith"
364,ObjectId(5cd99d4bde30eff6ebccfd2a),Glóin (King of Durin's Folk),http://lotr.wikia.com//wiki/Gl%C3%B3in_(King_of_Durin%27s_Folk),Dwarf,TA 2136,TA 2385,Male,,,Grey Mountains,Unnamed wife,Dwarves
365,ObjectId(5cd99d4bde30eff6ebccfd2b),Glóin,http://lotr.wikia.com//wiki/Gl%C3%B3in,Dwarf,TA 2783,FO 15,Male,"Red, later White",,,Unnamed wife,Dwarves
366,ObjectId(5cd99d4bde30eff6ebccfd2c),Glóredhel,http://lotr.wikia.com//wiki/Gl%C3%B3redhel,Human,FA 415,FA 473,Female,Blonde,,,Haldir,Men
367,ObjectId(5cd99d4bde30eff6ebccfd2d),Gormadoc Deepdelver Brandybuck,http://lotr.wikia.com//wiki/Gormadoc_%22Deepdelver%22_Brandybuck,Hobbit,,,,,,,,
368,ObjectId(5cd99d4bde30eff6ebccfd2e),Gram,http://lotr.wikia.com//wiki/Gram,Human,TA 2668,TA 2741,Male,,,Rohan,Unnamed wife,Men
369,ObjectId(5cd99d4bde30eff6ebccfd2f),Holman Greenhand,http://lotr.wikia.com//wiki/Holman_Greenhand,Hobbit,TA 2810,,Male,,,,,Hobbits
370,ObjectId(5cd99d4bde30eff6ebccfd30),Rose Greenhand,http://lotr.wikia.com//wiki/Rose_Greenhand,Hobbit,TA 2862,,Female,,,,Cotman Cotton,Hobbits
371,ObjectId(5cd99d4bde30eff6ebccfd31),Grimbeorn,http://lotr.wikia.com//wiki/Grimbeorn,Human,"Unknown, probably several years or so after the ,Battle of Five Armies","Unknown, early ,Fourth Age",Male,Dark,Tall (in Man-form),,,"Men,Skin-changer"
372,ObjectId(5cd99d4bde30eff6ebccfd32),Grimbold,http://lotr.wikia.com//wiki/Grimbold,Human,"Late ,Third Age","March 15 ,3019",Male,,,,,Men
373,ObjectId(5cd99d4bde30eff6ebccfd33),Grithnir,http://lotr.wikia.com//wiki/Grithnir,Human,"Mid ,First Age",FA 474,Male,,,,,Men
374,ObjectId(5cd99d4bde30eff6ebccfd34),Gróin,http://lotr.wikia.com//wiki/Gr%C3%B3in,Dwarf,TA 2671,TA 2923,Male,,,,Unnamed wife,Dwarves
375,ObjectId(5cd99d4bde30eff6ebccfd35),Halfred Greenhand,http://lotr.wikia.com//wiki/Halfred_Greenhand,Hobbit,TA 2851,,Male,,,,,Hobbits
376,ObjectId(5cd99d4bde30eff6ebccfd36),Erling Greenhand,http://lotr.wikia.com//wiki/Erling_Greenhand,Hobbit,TA 2854,,Male,,,,,Hobbits
377,ObjectId(5cd99d4bde30eff6ebccfd37),Guilin,http://lotr.wikia.com//wiki/Guilin,Elf,,,Male,,,,Unnamed wife,Elves
378,ObjectId(5cd99d4bde30eff6ebccfd38),Hending Greenhand,http://lotr.wikia.com//wiki/Hending_Greenhand,Hobbit,TA 2859,,Male,,,,,Hobbits
379,ObjectId(5cd99d4bde30eff6ebccfd39),Grór,http://lotr.wikia.com//wiki/Gr%C3%B3r,Dwarf,TA 2563,TA 2805,Male,,,,Unnamed wife,Dwarves
380,ObjectId(5cd99d4bde30eff6ebccfd3a),Gundor,http://lotr.wikia.com//wiki/Gundor,Human,"Mid ,First Age",FA 456,Male,,,,,Men
381,ObjectId(5cd99d4bde30eff6ebccfd3b),Guthláf,http://lotr.wikia.com//wiki/Guthl%C3%A1f,Human,"Late ,Third Age","March 15 ,3019",Male,Blond,,,,Men
382,ObjectId(5cd99d4bde30eff6ebccfd3c),Hador,http://lotr.wikia.com//wiki/Hador,Human,FA 390,FA 455,Male,Golden,,,Gildis,Men
383,ObjectId(5cd99d4bde30eff6ebccfd3d),Hador (Steward),http://lotr.wikia.com//wiki/Hador_(Steward),Human,TA 2245,TA 2395,Male,,,,Unnamed wife,Men
384,ObjectId(5cd99d4bde30eff6ebccfd3e),Halbarad,http://lotr.wikia.com//wiki/Halbarad,Human,TA 2916,"March 15 ,3019",Male,Black,Tall,,,Men
385,ObjectId(5cd99d4bde30eff6ebccfd3f),Haldir (Haladin),http://lotr.wikia.com//wiki/Haldir_(Haladin),Human,FA 413,FA 473,Male,,,,Glóredhel,Men
386,ObjectId(5cd99d4bde30eff6ebccfd40),Gálmód,http://lotr.wikia.com//wiki/G%C3%A1lm%C3%B3d,Human,TA 2940,TA 3015,Male,,,,Unnamed wife,Men
387,ObjectId(5cd99d4bde30eff6ebccfd41),Gwindor,http://lotr.wikia.com//wiki/Gwindor,Elf,"Unknown, possibly during the ,First Age",FA 495,Male,Became grey in captivity,,,"None, betrothed to ,Finduilas",Elves
388,ObjectId(5cd99d4bde30eff6ebccfd42),Haldir (Lorien),http://lotr.wikia.com//wiki/Haldir_(Lorien),Elf,,TA 3019,Male,Golden,,,,Elves
389,ObjectId(5cd99d4bde30eff6ebccfd43),Haleth,http://lotr.wikia.com//wiki/Haleth,Human,FA 341,FA 420,Female,,,,None,Men
390,ObjectId(5cd99d4bde30eff6ebccfd44),Gárulf,http://lotr.wikia.com//wiki/G%C3%A1rulf,Human,"Late-,Third Age","February 28 ,3019",Male,,,,,Men
391,ObjectId(5cd99d4bde30eff6ebccfd45),Haleth (Helm's son),http://lotr.wikia.com//wiki/Haleth_(Helm%27s_son),Human,"Late ,Third Age","Winter of ,TA 2758",Male,,,,,Men
392,ObjectId(5cd99d4bde30eff6ebccfd46),Hallacar,http://lotr.wikia.com//wiki/Hallacar,Human,SA 852,SA 1211,Male,,,,Tar-Ancalimë,Men
393,ObjectId(5cd99d4bde30eff6ebccfd47),Hallas (Steward),http://lotr.wikia.com//wiki/Hallas_(Steward),Human,TA 2480,TA 2605,Male,,,,Unnamed wife,Men
394,ObjectId(5cd99d4bde30eff6ebccfd48),Halmir,http://lotr.wikia.com//wiki/Halmir,Human,"Late ,First Age",Late First Age ,Male,,,,Unnamed wife,Men
395,ObjectId(5cd99d4bde30eff6ebccfd49),Hallatan,http://lotr.wikia.com//wiki/Hallatan,Human,SA 711,"Mid ,Second Age",Male,,,,Unnamed wife,Men
396,ObjectId(5cd99d4bde30eff6ebccfd4a),Hamfast of Gamwich,http://lotr.wikia.com//wiki/Hamfast_of_Gamwich,Hobbit,TA 2760,,Male,,,,Unnamed wife,Hobbit
397,ObjectId(5cd99d4bde30eff6ebccfd4b),Hareth,http://lotr.wikia.com//wiki/Hareth,Human,FA 419,,Female,,,,Galdor,Men
398,ObjectId(5cd99d4bde30eff6ebccfd4c),Harding,http://lotr.wikia.com//wiki/Harding,Human,"Late ,Third Age","March 15 ,3019",Male,,,,,Men
399,ObjectId(5cd99d4bde30eff6ebccfd4d),Hardang,http://lotr.wikia.com//wiki/Hardang,Human,FA 470,FA 501,Male,,,,None,Men
400,ObjectId(5cd99d4bde30eff6ebccfd4e),Hathaldir,http://lotr.wikia.com//wiki/Hathaldir,Human,"Mid ,First Age",FA 460,Male,,,,,Men
401,ObjectId(5cd99d4bde30eff6ebccfd4f),Hatholdir,http://lotr.wikia.com//wiki/Hatholdir,Human,"Sometime before ,SA 799",,Male,,,,Unnamed wife,Men
402,ObjectId(5cd99d4bde30eff6ebccfd50),Helm Hammerhand,http://lotr.wikia.com//wiki/Helm_Hammerhand,Human,TA 2691,TA 2759,Male,,,Rohan,Unnamed wife,Men
403,ObjectId(5cd99d4bde30eff6ebccfd51),Hathol,http://lotr.wikia.com//wiki/Hathol,Human,F.A. 365,,Male,,,,,Men
404,ObjectId(5cd99d4bde30eff6ebccfd52),Handir,http://lotr.wikia.com//wiki/Handir,Human,FA 441,FA 495,,,,Brethil,Beldis,Men
405,ObjectId(5cd99d4bde30eff6ebccfd53),Henderch,http://lotr.wikia.com//wiki/Henderch,Human,"Early ,Second Age",unknown,Male,,,,,Men
406,ObjectId(5cd99d4bde30eff6ebccfd54),Herefara,http://lotr.wikia.com//wiki/Herefara,Human,"Late-,Third Age","March 15 ,3019",Male,Gray,,,Unnamed wife,Men
407,ObjectId(5cd99d4bde30eff6ebccfd55),Hendor,http://lotr.wikia.com//wiki/Hendor,Elf,,,Male,,,,,Elves
408,ObjectId(5cd99d4bde30eff6ebccfd56),Herion,http://lotr.wikia.com//wiki/Herion,Human,TA 2037,TA 2148,Male,,,,Unnamed wife,Men
409,ObjectId(5cd99d4bde30eff6ebccfd57),Herubrand,http://lotr.wikia.com//wiki/Herubrand,Human,"Late-,Third Age","March 15 ,3019",Male,,,,Unnamed wife,Men
410,ObjectId(5cd99d4bde30eff6ebccfd58),Herucalmo,http://lotr.wikia.com//wiki/Herucalmo,Human,SA 2286,SA 2657,Male,,,,Tar-Vanimeldë,Men
411,ObjectId(5cd99d4bde30eff6ebccfd59),Hirgon,http://lotr.wikia.com//wiki/Hirgon,Human,"Late ,Third Age",TA 3019,Male,,Tall,,,Men
412,ObjectId(5cd99d4bde30eff6ebccfd5a),Hirluin,http://lotr.wikia.com//wiki/Hirluin,Human,"Late ,Third Age","March 15 ,3019",Male,,Tall,,,Men
413,ObjectId(5cd99d4bde30eff6ebccfd5b),Hob Gammidge,http://lotr.wikia.com//wiki/Hob_Gammidge,Hobbit,TA 2846,,Male,,,,Rowan,Hobbit
414,ObjectId(5cd99d4bde30eff6ebccfd5c),Hob Hayward,http://lotr.wikia.com//wiki/Hob_Hayward,Hobbit,"Late ,Third Age",,Male,,,Shire,,Hobbits
415,ObjectId(5cd99d4bde30eff6ebccfd5d),Tobias Hornblower,http://lotr.wikia.com//wiki/Tobias_Hornblower,Hobbit,"Late ,Third Age","Late ,TA 3018",Male,,,Shire,,Hobbits
416,ObjectId(5cd99d4bde30eff6ebccfd5e),Holfast Gardner,http://lotr.wikia.com//wiki/Holfast_Gardner,Hobbit,,,,,,,,
417,ObjectId(5cd99d4bde30eff6ebccfd5f),Horn,http://lotr.wikia.com//wiki/Horn,Human,"Possibly late ,Third Age","March 15 ,TA 3019",Male,Blond (Video game),,,,Men
418,ObjectId(5cd99d4bde30eff6ebccfd60),Hundad,http://lotr.wikia.com//wiki/Hundad,Human,"Mid ,FA",Mid FA ,Male,,,,Unnamed wife,Men
419,ObjectId(5cd99d4bde30eff6ebccfd61),Hundar,http://lotr.wikia.com//wiki/Hundar,Human,"Late ,First Age",FA 473,Male,,,,Unnamed wife,Men
420,ObjectId(5cd99d4bde30eff6ebccfd62),Hunthor,http://lotr.wikia.com//wiki/Hunthor,Human,"Late ,FA",FA 499,Male,,,,Unnamed wife,Men
421,ObjectId(5cd99d4bde30eff6ebccfd63),Huor,http://lotr.wikia.com//wiki/Huor,Human,FA 442,FA 473,Male,Golden,Tallest of all mortal men save his son Tuor only,,Rían,Men
422,ObjectId(5cd99d4bde30eff6ebccfd64),Hyarmendacil I,http://lotr.wikia.com//wiki/Hyarmendacil_I,Human,TA 899,TA 1149,Male,,,Gondor,Unnamed wife,Men
423,ObjectId(5cd99d4bde30eff6ebccfd65),Hyarmendacil II,http://lotr.wikia.com//wiki/Hyarmendacil_II,Human,TA 1391,TA 1621,Male,,,Gondor,Unnamed wife,Men
424,ObjectId(5cd99d4bde30eff6ebccfd66),Háma,http://lotr.wikia.com//wiki/H%C3%A1ma,Human,TA 2975,"March 3, or ,4 ,3019",Male,Reddish brown (movie),,,"Unknown, possibly none",Men
425,ObjectId(5cd99d4bde30eff6ebccfd67),Húrin II,http://lotr.wikia.com//wiki/H%C3%BArin_II,Human,TA 2515,TA 2628,Male,,,,Unnamed wife,Men
426,ObjectId(5cd99d4bde30eff6ebccfd68),Háma (Helm's son),http://lotr.wikia.com//wiki/H%C3%A1ma_(Helm%27s_son),Human,"Late ,Third Age","Winter of ,TA 2759",Male,,,,,Men
427,ObjectId(5cd99d4bde30eff6ebccfd69),Húrin of Emyn Arnen,http://lotr.wikia.com//wiki/H%C3%BArin_of_Emyn_Arnen,Human,"Mid-,Third Age","Mid-,Third Age",Male,,,,,Men
428,ObjectId(5cd99d4bde30eff6ebccfd6a),Húrin,http://lotr.wikia.com//wiki/H%C3%BArin,Human,FA 441,FA 502,Male,"Golden, grey (in old age)",,,Morwen Eledhwen,Men
429,ObjectId(5cd99d4bde30eff6ebccfd6b),Imin,http://lotr.wikia.com//wiki/Imin,Elf,"Unknown, Awakened in the ,Years of the Trees",,Male,,,,Iminyë,Elves
430,ObjectId(5cd99d4bde30eff6ebccfd6c),Iminyë,http://lotr.wikia.com//wiki/Iminy%C3%AB,Elf,"Unknown, Awakened in the ,Years of the Trees",,Female,,,,Imin,Elves
431,ObjectId(5cd99d4bde30eff6ebccfd6d),Imlach,http://lotr.wikia.com//wiki/Imlach,Human,around FA 325,First Age,Male,,,,Unnamed wife,Men
432,ObjectId(5cd99d4bde30eff6ebccfd6e),Imrahil,http://lotr.wikia.com//wiki/Imrahil,Human,TA 2955,FO 34,Male,Black,Tall,,Unnamed wife,Men
433,ObjectId(5cd99d4bde30eff6ebccfd6f),Imrazôr,http://lotr.wikia.com//wiki/Imraz%C3%B4r,Human,TA 1950,TA 2076,Male,,,,Mithrellas,Men
434,ObjectId(5cd99d4bde30eff6ebccfd70),Idril,http://lotr.wikia.com//wiki/Idril,Elf,YT 1469,Still Alive,Female,Golden,Tall,,Tuor,Elves
435,ObjectId(5cd99d4bde30eff6ebccfd71),Ibûn,http://lotr.wikia.com//wiki/Ib%C3%BBn,Dwarf,,FA 489,Male,,,,"Unknown, possibly none",Dwarves
436,ObjectId(5cd99d4bde30eff6ebccfd72),Indis,http://lotr.wikia.com//wiki/Indis,Elf,,Still Alive,Female,Golden,Tall,Tirion,Finwë,Elves
437,ObjectId(5cd99d4bde30eff6ebccfd73),Húrin I,http://lotr.wikia.com//wiki/H%C3%BArin_I,Human,TA 2124,TA 2244,Male,,,,Unnamed wife,Men
